zip,state,city,lat,lon
30563,GA,Mount Airy,34.549681,-83.47201
30564,GA,Murrayville,34.466226,-83.88442
30565,GA,Nicholson,34.094345,-83.41617
30566,GA,Oakwood,34.236556,-83.89115
30567,GA,Pendergrass,34.167309,-83.68536
30568,GA,Rabun Gap,34.952452,-83.4073
30571,GA,Sautee Nacoochee,34.696896,-83.68012
30572,GA,Suches,34.731084,-84.07943
30573,GA,Tallulah Falls,34.73,-83.39
30575,GA,Talmo,34.191571,-83.71124
30576,GA,Tiger,34.846806,-83.48178
30577,GA,Toccoa,34.561584,-83.31718
30580,GA,Turnerville,34.69,-83.43
30581,GA,Wiley,34.797611,-83.42329
30582,GA,Young Harris,34.954638,-83.86484
30597,GA,Dahlonega,34.5299,-83.986
30598,GA,Toccoa Falls,34.597674,-83.36207
30599,GA,Commerce,34.2187,-83.4839
305HH,GA,,34.392727,-83.86546
30601,GA,Athens,33.979016,-83.36423
30602,GA,Athens,33.948432,-83.3749
30603,GA,Athens-Clarke County,33.9605,-83.3784
30604,GA,Athens-Clarke County,33.9605,-83.3784
30605,GA,Athens,33.925085,-83.34529
30606,GA,Athens,33.945619,-83.41732
30607,GA,Athens,34.013154,-83.43565
30608,GA,Athens-Clarke County,33.9605,-83.3784
30609,GA,Athens-Clarke County,33.9,-83.37
30612,GA,Athens-Clarke County,33.9,-83.32
30619,GA,Arnoldsville,33.863663,-83.24825
30620,GA,Bethlehem,33.928949,-83.73524
30621,GA,Bishop,33.804849,-83.48164
30622,GA,Bogart,33.927792,-83.51552
30623,GA,Bostwick,33.736,-83.5157
30624,GA,Bowman,34.193943,-83.03375
30625,GA,Buckhead,33.527207,-83.34676
30627,GA,Carlton,33.994139,-82.97819
30628,GA,Colbert,34.041416,-83.21997
30629,GA,Comer,34.072573,-83.11913
30630,GA,Crawford,33.892957,-83.15548
30631,GA,Crawfordville,33.570317,-82.88542
30633,GA,Danielsville,34.17085,-83.24654
30634,GA,Dewy Rose,34.212836,-82.94112
30635,GA,Elberton,34.119972,-82.825
30638,GA,Farmington,33.775001,-83.42456
30639,GA,Franklin Springs,34.281721,-83.14746
30641,GA,Good Hope,33.766057,-83.57597
30642,GA,Greensboro,33.547041,-83.19797
30643,GA,Hartwell,34.366948,-82.9201
30646,GA,Hull,34.065588,-83.31318
30647,GA,Ila,34.17,-83.29
30648,GA,Lexington,33.863779,-83.06063
30650,GA,Madison,33.588436,-83.47936
30655,GA,Monroe,33.786041,-83.69901
30656,GA,Monroe,33.857423,-83.71899
30660,GA,Philomath,33.775127,-82.94624
30662,GA,Royston,34.270167,-83.12842
30663,GA,Rutledge,33.614556,-83.61157
30664,GA,Sharon,33.560693,-82.80015
30665,GA,Siloam,33.535009,-83.07787
30666,GA,Statham,33.957713,-83.58491
30667,GA,Stephens,33.784316,-83.16666
30668,GA,Danburg,33.912362,-82.6684
30669,GA,Union Point,33.652489,-83.08857
30671,GA,Maxeys,33.748344,-83.18538
30673,GA,Washington,33.728754,-82.72612
30677,GA,Watkinsville,33.849286,-83.41232
30678,GA,White Plains,33.46171,-83.05852
30680,GA,Winder,33.992538,-83.71061
30683,GA,Winterville,33.954047,-83.2673
306HH,GA,,34.047308,-82.98078
30701,GA,Calhoun,34.4966,-84.93798
30703,GA,Calhoun,34.5028,-84.9511
30705,GA,Chatsworth,34.753129,-84.77502
30707,GA,Chickamauga,34.827019,-85.32883
30708,GA,Cisco,34.945576,-84.7113
30710,GA,Cohutta,34.935105,-84.94642
30711,GA,Crandall,34.93882,-84.76558
30719,GA,Dalton,34.6675,-85.0285
30720,GA,Dalton,34.766095,-84.9865
30721,GA,Dalton,34.780699,-84.93994
30722,GA,Dalton,34.7698,-84.9703
30724,GA,Eton,34.822176,-84.75967
30725,GA,Flintstone,34.932348,-85.35064
30726,GA,Graysville,34.975939,-85.1416
30728,GA,La Fayette,34.696201,-85.25824
30730,GA,Lyerly,34.376063,-85.4043
30731,GA,Cloudland,34.553485,-85.47893
30733,GA,Plainville,34.409661,-85.03345
30734,GA,Ranger,34.531444,-84.69955
30735,GA,Hill City,34.604648,-84.91926
30736,GA,Ringgold,34.916552,-85.14435
30738,GA,Rising Fawn,34.793833,-85.49945
30739,GA,Rock Spring,34.801988,-85.21956
30740,GA,Rocky Face,34.757918,-85.05879
30741,GA,Rossville,34.96311,-85.27405
30742,GA,Fort Oglethorpe,34.948979,-85.25212
30746,GA,Sugar Valley,34.574804,-85.02482
30747,GA,Summerville,34.489848,-85.32928
30750,GA,Lookout Mountain,34.957134,-85.37183
30752,GA,Trenton,34.895625,-85.52702
30753,GA,Trion,34.558404,-85.30301
30755,GA,Tunnel Hill,34.85973,-85.03867
30756,GA,Varnell,34.9027,-84.9743
30757,GA,Wildwood,34.954188,-85.43232
307HH,GA,,34.587644,-84.91949
307XX,GA,,34.971189,-84.64254
30802,GA,Appling,33.620669,-82.30514
30803,GA,Avera,33.163467,-82.52017
30805,GA,Blythe,33.297318,-82.21503
30807,GA,Camak,33.453039,-82.64828
30808,GA,Dearing,33.397137,-82.40335
30809,GA,Evans,33.551145,-82.13949
30810,GA,Gibson,33.236721,-82.58135
30813,GA,Grovetown,33.459489,-82.20102
30814,GA,Harlem,33.42359,-82.31013
30815,GA,Hephzibah,33.32157,-82.08872
30816,GA,Keysville,33.16249,-82.18933
30817,GA,Lincolnton,33.765566,-82.43899
30818,GA,Matthews,33.244829,-82.32636
30820,GA,Mitchell,33.224199,-82.713
30821,GA,Norwood,33.477946,-82.73454
30822,GA,Perkins,32.914843,-81.87901
30823,GA,Stapleton,33.234802,-82.46303
30824,GA,Thomson,33.490536,-82.5028
30828,GA,Warrenton,33.399555,-82.65655
30830,GA,Waynesboro,33.080965,-81.9944
30833,GA,Wrens,33.200325,-82.37625
308HH,GA,,33.633818,-82.30624
308XX,GA,,33.386319,-82.24895
30901,GA,Augusta,33.461121,-81.97265
30903,GA,Augusta,33.47,-81.97
30904,GA,Augusta,33.474136,-82.01018
30905,GA,Fort Gordon,33.417282,-82.14435
30906,GA,Peach Orchard,33.387089,-82.01237
30907,GA,Martinez,33.512541,-82.09491
30909,GA,Forest Hills,33.475936,-82.0697
30910,GA,Augusta,33.4736,-82.0079
30911,GA,Augusta,33.4694,-81.9886
30912,GA,Augusta,33.4739,-81.9883
30913,GA,Augusta,33.4714,-81.9936
30914,GA,Augusta,33.4667,-82.0167
30916,GA,Augusta,33.4667,-82.0167
30917,GA,Augusta,33.5164,-82.0578
30919,GA,Augusta,33.4667,-82.0167
30999,GA,Augusta,33.4667,-82.0167
309HH,GA,,33.479686,-81.966
31001,GA,Abbeville,31.972626,-83.33082
31002,GA,Adrian,32.549854,-82.56948
31003,GA,Allentown,32.600622,-83.22096
31005,GA,Bonaire,32.556668,-83.62435
31006,GA,Butler,32.563544,-84.2461
31007,GA,Byromville,32.199721,-83.91327
31008,GA,Powersville,32.652313,-83.75918
31009,GA,Cadwell,32.309003,-83.02647
31010,GA,Cordele,31.9639,-83.7828
31011,GA,Chauncey,32.108676,-83.06006
31012,GA,Chester,32.396381,-83.16892
31013,GA,Clinchfield,32.4092,-83.6343
31014,GA,Cochran,32.397039,-83.3404
31015,GA,Cordele,31.950899,-83.77808
31016,GA,Culloden,32.861386,-84.11732
31017,GA,Danville,32.600844,-83.24549
31018,GA,Davisboro,32.976548,-82.61607
31019,GA,Dexter,32.427633,-83.05632
31020,GA,Dry Branch,32.719907,-83.4905
31021,GA,East Dublin,32.526359,-82.93375
31022,GA,Dudley,32.516865,-83.09905
31023,GA,Eastman,32.193953,-83.1848
31024,GA,Eatonton,33.318579,-83.35432
31025,GA,Elko,32.335147,-83.74571
31026,GA,Eatonton,33.321,-83.378
31027,GA,East Dublin,32.569122,-82.80959
31028,GA,Centerville,32.632111,-83.67795
31029,GA,Forsyth,33.0409,-83.92941
31030,GA,Fort Valley,32.55568,-83.88641
31031,GA,Stevens Pottery,32.891499,-83.32748
31032,GA,Gray,33.003455,-83.55078
31033,GA,Haddock,33.053288,-83.43902
31034,GA,Hardwick,33.040103,-83.2182
31035,GA,Harrison,32.835471,-82.70761
31036,GA,Hawkinsville,32.270314,-83.48517
31037,GA,Helena,32.094127,-82.91713
31038,GA,Round Oak,33.172786,-83.63554
31039,GA,Howard,32.587537,-84.3895
31040,GA,Dublin,32.54,-82.9
31041,GA,Ideal,32.371371,-84.18258
31042,GA,Irwinton,32.7615,-83.1612
31044,GA,Jeffersonville,32.630784,-83.37027
31045,GA,Jewell,33.285774,-82.7749
31046,GA,Juliette,33.054591,-83.78583
31047,GA,Kathleen,32.509384,-83.64773
31049,GA,Kite,32.69992,-82.51381
31050,GA,Knoxville,32.742085,-83.94646
31051,GA,Lilly,32.148624,-83.88003
31052,GA,Lizella,32.788484,-83.80726
31054,GA,Mc Intyre,32.875574,-83.19785
31055,GA,Mc Rae,32.045313,-82.8916
31057,GA,Marshallville,32.446656,-83.93413
31058,GA,Mauk,32.498727,-84.42804
31059,GA,Milledgeville,33.0769,-83.3032
31060,GA,Milan,32.003035,-83.06337
31061,GA,Milledgeville,33.083579,-83.23397
31062,GA,Milledgeville,33.0503,-83.2232
31063,GA,Montezuma,32.293293,-83.98913
31064,GA,Monticello,33.319093,-83.70862
31065,GA,Montrose,32.564036,-83.16019
31066,GA,Musella,32.799959,-84.00588
31067,GA,Oconee,32.860031,-82.95019
31068,GA,Oglethorpe,32.329164,-84.07988
31069,GA,Perry,32.460791,-83.73541
31070,GA,Pinehurst,32.185677,-83.76348
31071,GA,Pineview,32.13702,-83.52604
31072,GA,Pitts,31.951839,-83.56747
31075,GA,Rentz,32.370333,-82.96091
31076,GA,Reynolds,32.54748,-84.10042
31077,GA,Rhine,31.953407,-83.18058
31078,GA,Roberta,32.702635,-84.03811
31079,GA,Rochelle,31.933079,-83.45722
31081,GA,Rupert,32.419094,-84.28475
31082,GA,Deepstep,32.984529,-82.8375
31083,GA,Scotland,32.046427,-82.81923
31085,GA,Shady Dale,33.421694,-83.61433
31087,GA,Devereux,33.260235,-83.00647
31088,GA,Warner Robins,32.594698,-83.64873
31089,GA,Tennille,32.89115,-82.82775
31090,GA,Toomsboro,32.801223,-83.06671
31091,GA,Unadilla,32.24473,-83.72075
31092,GA,Vienna,32.091578,-83.79311
31093,GA,Warner Robins,32.638316,-83.64332
31094,GA,Warthen,33.125097,-82.81018
31095,GA,Warner Robins,32.62,-83.6
31096,GA,Wrightsville,32.71732,-82.68926
31097,GA,Yatesville,32.912207,-84.14812
31098,GA,Robins A F B,32.614742,-83.59829
31099,GA,Warner Robins,32.62,-83.6
310HH,GA,,32.703829,-83.45507
310XX,GA,,32.275229,-84.1304
31132,GA,Atlanta,33.7488,-84.3883
31136,GA,Atlanta,33.66,-84.63
31201,GA,Huber,32.830839,-83.63529
31202,GA,Macon,32.8407,-83.6325
31203,GA,Macon,32.8407,-83.6325
31204,GA,Macon,32.844872,-83.67119
31205,GA,Macon,32.75,-83.66
31206,GA,Wilson Airport,32.79904,-83.67216
31207,GA,Macon,32.8288,-83.6515
31208,GA,Macon,32.8407,-83.6325
31209,GA,Macon,32.8407,-83.6325
31210,GA,Macon,32.88899,-83.72204
31211,GA,Macon,32.878304,-83.59963
31212,GA,Macon,32.75,-83.68
31213,GA,Macon,32.8399,-83.6393
31216,GA,Macon,32.730641,-83.6793
31217,GA,Macon,32.839005,-83.56749
31220,GA,Macon,32.862246,-83.78665
31221,GA,Macon,32.8399,-83.6103
31296,GA,Macon,32.8093,-83.5716
31297,GA,Macon,32.7,-83.65
31298,GA,Macon,32.8407,-83.6325
31299,GA,Macon,32.8407,-83.6325
312HH,GA,,32.853738,-83.6347
31301,GA,Allenhurst,31.764663,-81.6098
31302,GA,Bloomingdale,32.129474,-81.33121
31303,GA,Clyo,32.508239,-81.3128
31305,GA,Darien,31.407598,-81.39094
31307,GA,Eden,32.183211,-81.39979
31308,GA,Ellabell,32.172661,-81.48447
31309,GA,Fleming,31.873145,-81.42676
31310,GA,Hinesville,31.85,-81.6
31312,GA,Guyton,32.313816,-81.3908
31313,GA,Hinesville,31.828575,-81.61617
31314,GA,Fort Stewart,31.868699,-81.61083
31315,GA,Fort Stewart,31.886944,-81.60109
31316,GA,Ludowici,31.74991,-81.75813
31318,GA,Meldrim,32.141974,-81.37892
31319,GA,Meridian,31.478486,-81.34528
31320,GA,Midway,31.788811,-81.37637
31321,GA,Pembroke,32.163245,-81.64211
31322,GA,Pooler,32.110421,-81.24568
31323,GA,Riceboro,31.658252,-81.48778
31324,GA,Richmond Hill,31.906365,-81.3108
31326,GA,Rincon,32.293147,-81.23006
31327,GA,Sapelo Island,31.423776,-81.27064
31328,GA,Tybee Island,32.006672,-80.84937
31329,GA,Stillwell,32.390879,-81.32427
31331,GA,Townsend,31.547412,-81.3862
31333,GA,Walthourville,31.77789,-81.64534
313HH,GA,,31.699972,-81.74965
313XX,GA,,31.731794,-81.57217
31401,GA,Savannah,32.068658,-81.09258
31402,GA,Savannah,32.08,-81.1
31403,GA,Savannah,32.05,-81.11
31404,GA,State College,32.046143,-81.06724
31405,GA,Savannah,32.043058,-81.12183
31406,GA,Savannah,31.988676,-81.09116
31407,GA,Port Wentworth,32.162963,-81.17233
31408,GA,Garden City,32.106705,-81.16915
31409,GA,Savannah,32.0182,-81.1265
31410,GA,Savannah,32.022019,-80.99193
31411,GA,Savannah,31.927434,-81.0425
31412,GA,Savannah,32.0836,-81.1003
31414,GA,Savannah,32.04,-81.06
31415,GA,Savannah,32.075806,-81.12002
31416,GA,Savannah,32.01,-81.1
31418,GA,Garden City,32.1145,-81.1544
31419,GA,M M,31.986249,-81.20259
31420,GA,Savannah,32.07,-81.11
31421,GA,Savannah,32.0784,-81.0966
31498,GA,Savannah,32.0806,-81.0967
31499,GA,Savannah,32.0802,-81.1126
314HH,GA,,32.012312,-81.05733
31501,GA,Okefenokee,31.220059,-82.35133
31502,GA,Waycross,31.21,-82.36
31503,GA,Waycross,31.205194,-82.37534
31510,GA,Alma,31.551458,-82.44618
31512,GA,Ambrose,31.57344,-83.01502
31513,GA,Baxley,31.768849,-82.35198
31515,GA,Baxley,31.7714,-82.3465
31516,GA,Blackshear,31.307234,-82.25779
31518,GA,Bristol,31.513511,-82.18481
31519,GA,Broxton,31.67654,-82.88991
31520,GA,Glynco,31.166786,-81.49213
31521,GA,Brunswick,31.15,-81.49
31522,GA,Saint Simons Isl,31.176516,-81.3802
31523,GA,Brunswick,31.212705,-81.60975
31524,GA,Brunswick,31.1497,-81.4917
31525,GA,Brunswick,31.260995,-81.49832
31527,GA,Jekyll Island,31.06419,-81.42072
31532,GA,Denton,31.718382,-82.73595
31533,GA,Douglas,31.522042,-82.84153
31534,GA,Douglas,31.5983,-82.7435
31535,GA,Douglas,31.464973,-82.86325
31537,GA,Folkston,30.860915,-82.02194
31539,GA,Hazlehurst,31.844772,-82.59809
31542,GA,Hoboken,31.1747,-82.13812
31543,GA,Hortense,31.320167,-81.85818
31544,GA,Jacksonville,31.840974,-82.96137
31545,GA,Jesup,31.636895,-81.90843
31546,GA,Jesup,31.575166,-81.86481
31548,GA,Kingsland,30.793409,-81.68428
31549,GA,Lumber City,31.928525,-82.69332
31550,GA,Manor,31.101953,-82.58299
31551,GA,Mershon,31.496025,-82.27322
31552,GA,Millwood,31.281103,-82.6201
31553,GA,Nahunta,31.17326,-81.97244
31554,GA,Nicholls,31.495983,-82.62928
31555,GA,Odum,31.670475,-82.04944
31556,GA,Offerman,31.41,-82.11
31557,GA,Patterson,31.372403,-82.10743
31558,GA,Saint Marys,30.761081,-81.56912
31560,GA,Screven,31.515981,-82.04908
31562,GA,Saint George,30.5175,-82.0843
31563,GA,Surrency,31.715778,-82.19784
31564,GA,Waresboro,31.25,-82.47
31565,GA,Waverly,31.066479,-81.62656
31566,GA,Waynesville,31.144635,-81.83011
31567,GA,West Green,31.631943,-82.71829
31568,GA,White Oak,31.003385,-81.79512
31569,GA,Woodbine,30.915778,-81.67924
31598,GA,Jesup,31.5991,-81.8846
315HH,GA,,31.206284,-81.64287
315XX,GA,,31.057113,-81.98281
31601,GA,Clyattville,30.807279,-83.28661
31602,GA,Bemiss,30.866613,-83.30078
31603,GA,Valdosta,30.75,-83.34
31604,GA,Valdosta,30.95,-83.24
31605,GA,Valdosta,30.92205,-83.25332
31606,GA,Valdosta,30.802411,-83.19624
31620,GA,Adel,31.133004,-83.42736
31622,GA,Alapaha,31.379665,-83.21803
31623,GA,Argyle,31.071563,-82.65232
31624,GA,Axson,31.297883,-82.71029
31625,GA,Barney,31.003274,-83.5282
31626,GA,Boston,30.782963,-83.78882
31627,GA,Cecil,31.047996,-83.39135
31629,GA,Dixie,30.802821,-83.69126
31630,GA,Du Pont,30.96373,-82.86455
31631,GA,Fargo,30.680867,-82.58028
31632,GA,Hahira,30.991859,-83.36415
31634,GA,Cogdell,31.062818,-82.72399
31635,GA,Lakeland,31.055578,-83.07103
31636,GA,Lake Park,30.72289,-83.13302
31637,GA,Lenox,31.291612,-83.45328
31638,GA,Morven,30.935087,-83.50211
31639,GA,Nashville,31.199,-83.2188
31641,GA,Naylor,30.934298,-83.08841
31642,GA,Pearson,31.27291,-82.83342
31643,GA,Quitman,30.783639,-83.55343
31645,GA,Ray City,31.070627,-83.20286
31646,GA,Saint George,30.518903,-82.08063
31647,GA,Sparks,31.183567,-83.43559
31648,GA,Statenville,30.703175,-83.02568
31649,GA,Stockton,30.957421,-83.00524
31650,GA,Willacoochee,31.375165,-83.01949
31698,GA,Valdosta,30.8473,-83.2891
31699,GA,Moody Afb,30.965263,-83.19316
316HH,GA,,31.024974,-83.11237
316XX,GA,,30.82356,-82.60995
31701,GA,Albany,31.580774,-84.16044
31702,GA,Albany,31.5783,-84.1556
31703,GA,Albany,31.5783,-84.1571
31704,GA,Albany,31.5491,-84.0603
31705,GA,Bridgeboro,31.552483,-84.09678
31706,GA,Albany,31.5783,-84.1556
31707,GA,Albany,31.568073,-84.22644
31708,GA,Albany,31.5783,-84.1556
31709,GA,Georgia Southwes,32.071641,-84.21942
31710,GA,Americus,32.0724,-84.2328
31711,GA,Andersonville,32.195361,-84.137
31712,GA,Arabi,31.836577,-83.72045
31713,GA,Arlington,31.427845,-84.71025
31714,GA,Ashburn,31.709742,-83.66519
31715,GA,Attapulgus,30.743234,-84.48229
31716,GA,Baconton,31.3709,-84.12921
31717,GA,Bainbridge,30.884525,-84.58951
31718,GA,Bainbridge,30.9045,-84.5727
31719,GA,Americus,32.1143,-84.2911
31720,GA,Barwick,30.890906,-83.73816
31721,GA,Albany,31.5477,-84.3121
31722,GA,Berlin,31.067313,-83.62288
31723,GA,Blakely,31.334337,-84.94899
31724,GA,Bluffton,31.528299,-84.86025
31725,GA,Brinson,30.945016,-84.72284
31726,GA,Bronwood,31.832214,-84.35727
31727,GA,Brookfield,31.42,-83.39
31728,GA,Cairo,30.87039,-84.21343
31729,GA,Calvary,30.729915,-84.34762
31730,GA,Camilla,31.209854,-84.23667
31732,GA,Cedar Springs,31.169794,-85.0557
31733,GA,Chula,31.592199,-83.48004
31734,GA,Climax,30.88096,-84.42415
31735,GA,Cobb,31.959367,-83.96028
31736,GA,Coleman,31.650442,-84.87908
31737,GA,Colquitt,31.152253,-84.69653
31738,GA,Coolidge,31.012042,-83.87218
31740,GA,Cuthbert,31.781815,-84.76444
31741,GA,Damascus,31.299009,-84.68772
31742,GA,Graves,31.756995,-84.43357
31743,GA,De Soto,31.930451,-84.02921
31744,GA,Doerun,31.325004,-83.90937
31745,GA,Donalsonville,30.974364,-84.87703
31746,GA,Edison,31.563327,-84.75869
31747,GA,Ellenton,31.176563,-83.58801
31749,GA,Enigma,31.439212,-83.34041
31750,GA,Fitzgerald,31.720029,-83.25093
31751,GA,Fort Gaines,31.631333,-85.03241
31752,GA,Fowlstown,30.803291,-84.54711
31753,GA,Funston,31.2,-83.87
31754,GA,Georgetown,31.860476,-85.07534
31756,GA,Hartsfield,31.177174,-83.96555
31757,GA,Thomasville,30.883208,-83.91237
31758,GA,Thomasville,30.8297,-83.9811
31759,GA,Iron City,31.011595,-84.80242
31760,GA,Irwinville,31.65,-83.4
31761,GA,Jakin,31.113122,-85.00251
31762,GA,Leary,31.454628,-84.51726
31763,GA,Leesburg,31.714526,-84.16931
31764,GA,Leslie,31.98309,-84.06866
31765,GA,Meigs,31.082141,-84.05767
31766,GA,Morgan,31.575228,-84.59849
31767,GA,Springvale,31.834324,-84.94739
31768,GA,Moultrie,31.165358,-83.77172
31770,GA,Newton,31.33349,-84.36269
31771,GA,Norman Park,31.256287,-83.66005
31772,GA,Oakfield,31.723178,-83.9628
31773,GA,Ochlocknee,30.977162,-84.0615
31774,GA,Ocilla,31.586426,-83.27583
31775,GA,Omega,31.334062,-83.59971
31776,GA,Moultrie,31.18,-83.78
31777,GA,Parrott,31.905462,-84.51526
31778,GA,Pavo,30.966781,-83.72075
31779,GA,Pelham,31.117271,-84.15678
31780,GA,Plains,32.026125,-84.39361
31781,GA,Poulan,31.526584,-83.79025
31782,GA,Putney,31.47,-84.12
31783,GA,Rebecca,31.767986,-83.47325
31784,GA,Sale City,31.258794,-84.02897
31785,GA,Sasser,31.7176,-84.3686
31786,GA,Shellman,31.72952,-84.60173
31787,GA,Smithville,31.901066,-84.25037
31788,GA,Moultrie,31.0839,-83.6561
31789,GA,Sumner,31.484091,-83.73515
31790,GA,Sycamore,31.652542,-83.57934
31791,GA,Sylvester,31.536886,-83.86041
31792,GA,Thomasville,30.817654,-83.98919
31793,GA,Tifton,31.4444,-83.571
31794,GA,Abac,31.459666,-83.51083
31795,GA,Ty Ty,31.47387,-83.66484
31796,GA,Warwick,31.782466,-83.86973
31797,GA,Whigham,30.888809,-84.32976
31798,GA,Wray,31.621764,-83.05502
31799,GA,Thomasville,30.8366,-83.9787
317HH,GA,,31.312679,-84.32968
317XX,GA,,31.451961,-84.47328
31801,GA,Juniper,32.527813,-84.59822
31803,GA,Tazewell,32.315915,-84.52238
31804,GA,Cataula,32.651617,-84.88805
31805,GA,Cusseta,32.285535,-84.76332
31806,GA,Ellaville,32.246795,-84.32008
31807,GA,Ellerslie,32.634965,-84.80137
31808,GA,Fortson,32.638885,-85.00736
31810,GA,Geneva,32.57791,-84.54513
31811,GA,Hamilton,32.722333,-84.95803
31812,GA,Junction City,32.614374,-84.44513
31814,GA,Louvale,32.154164,-84.83857
31815,GA,Lumpkin,32.030297,-84.81218
31816,GA,Manchester,32.862377,-84.60879
31820,GA,Midland,32.566197,-84.84122
31821,GA,Omaha,32.1342,-84.98499
31822,GA,Pine Mountain,32.867211,-84.88437
31823,GA,Pine Mountain Va,32.801174,-84.82038
31824,GA,Preston,32.051618,-84.53419
31825,GA,Richland,32.109225,-84.66063
31826,GA,Shiloh,32.803518,-84.69384
31827,GA,Talbotton,32.683146,-84.52243
31829,GA,Upatoi,32.557718,-84.73957
31830,GA,Warm Springs,32.896166,-84.71191
31831,GA,Waverly Hall,32.698622,-84.71552
31832,GA,Weston,31.973541,-84.62522
31833,GA,West Point,32.867469,-85.13779
31836,GA,Woodland,32.797475,-84.54095
318HH,GA,,32.414576,-84.79579
318XX,GA,,32.472259,-84.68801
31901,GA,Columbus,32.471492,-84.98005
31902,GA,Columbus,32.4766,-84.9336
31903,GA,Columbus,32.423311,-84.94879
31904,GA,Columbus,32.513391,-84.97753
31905,GA,Custer Terrace,32.37349,-84.90612
31906,GA,Columbus,32.468442,-84.95128
31907,GA,Columbus,32.479492,-84.90942
31909,GA,Columbus,32.53554,-84.92583
31914,GA,Columbus,32.56,-85.0
31994,GA,Columbus,32.4608,-84.9876
31999,GA,Columbus,32.4672,-84.9642
319HH,GA,,32.443568,-84.97427
319XX,GA,,32.422576,-84.86557
32004,FL,Ponte Vedra Beach,30.24,-81.39
32008,FL,Branford,29.928691,-82.91032
32009,FL,Bryceville,30.421425,-81.95741
32011,FL,Callahan,30.567684,-81.84051
32013,FL,Day,30.193758,-83.29266
32024,FL,Lake City,30.108128,-82.72529
32025,FL,Lake City,30.155229,-82.62165
32033,FL,Elkton,29.787831,-81.44668
32034,FL,Amelia Island,30.641487,-81.46092
32038,FL,Fort White,29.922221,-82.71425
32040,FL,Glen Saint Mary,30.272356,-82.21351
32041,FL,Yulee,30.6324,-81.6068
32043,FL,Green Cove Sprin,29.97289,-81.72195
32044,FL,Hampton,29.863141,-82.15623
32046,FL,Hilliard,30.685319,-81.93061
32050,FL,Middleburg,30.07,-81.86
32052,FL,Jasper,30.491893,-82.94876
32053,FL,Jennings,30.581517,-83.13841
32054,FL,Lake Butler,30.005135,-82.38103
32055,FL,Lake City,30.216073,-82.6396
32056,FL,Lake City,30.1894,-82.6394
32058,FL,Lawtey,30.061174,-82.0943
32059,FL,Lee,30.421598,-83.27037
32060,FL,Boys Ranch,30.285127,-83.04106
32061,FL,Lulu,30.101542,-82.50337
32062,FL,Mc Alpin,30.13762,-82.98732
32063,FL,Macclenny,30.267664,-82.12457
32064,FL,Live Oak,30.289,-82.9985
32065,FL,Orange Park,30.133007,-81.77904
32066,FL,Mayo,30.084849,-83.21849
32067,FL,Orange Park,30.1658,-81.7068
32068,FL,Middleburg,30.074926,-81.87932
32071,FL,O Brien,30.039096,-82.94481
32072,FL,Olustee,30.210947,-82.43601
32073,FL,Orange Park,30.160965,-81.72916
32079,FL,Penney Farms,29.979095,-81.80991
32080,FL,St. Augustine,29.8363,-81.2849
32081,FL,Ponte Vedra,30.0852,-81.4059
32082,FL,Ponte Vedra Beac,30.189934,-81.38213
32083,FL,Raiford,30.070341,-82.22371
32084,FL,Saint Augustine,29.87131,-81.29464
32085,FL,St. Augustine,29.8944,-81.3144
32086,FL,Saint Augustine,29.811123,-81.30987
32087,FL,Sanderson,30.390734,-82.26039
32091,FL,Starke,29.937512,-82.11706
32092,FL,Saint Augustine,29.955409,-81.51284
32094,FL,Wellborn,30.203153,-82.81421
32095,FL,Saint Augustine,29.923718,-81.33962
32096,FL,White Springs,30.366085,-82.76055
32097,FL,Yulee,30.63928,-81.59442
32099,FL,Jacksonville,30.32,-81.42
320HH,FL,,29.879378,-81.30691
320XX,FL,,30.144882,-82.53938
32102,FL,Astor,29.174417,-81.56319
32110,FL,Bunnell,29.445826,-81.30203
32112,FL,Crescent City,29.425693,-81.55686
32113,FL,Citra,29.393366,-82.09805
32114,FL,Daytona Beach,29.204009,-81.03602
32115,FL,Daytona Beach,29.21,-81.02
32116,FL,Daytona Beach,29.21,-81.02
32117,FL,Holly Hill,29.238606,-81.05316
32118,FL,Daytona Beach,29.210309,-81.00259
32119,FL,Dunlawton,29.153239,-81.02229
32120,FL,Daytona Beach,29.21,-81.02
32121,FL,Daytona Beach,29.17,-81.0
32122,FL,Daytona Beach,29.15,-81.03
32123,FL,Port Orange,29.12,-80.98
32124,FL,Port Orange,29.105506,-81.08642
32125,FL,Daytona Beach,29.21,-81.02
32126,FL,Daytona Beach,29.21,-81.02
32127,FL,Port Orange,29.116361,-80.98175
32128,FL,Port Orange,29.0849,-81.0644
32129,FL,Port Orange,29.1343,-81.0258
32130,FL,De Leon Springs,29.140657,-81.34497
32131,FL,East Palatka,29.668112,-81.59005
32132,FL,Edgewater,28.982714,-80.911
32133,FL,Eastlake Weir,29.02,-81.9085
32134,FL,Salt Springs,29.401523,-81.83636
32135,FL,Palm Coast,29.58,-81.21
32136,FL,Flagler Beach,29.47033,-81.13316
32137,FL,Palm Coast,29.581683,-81.21645
32138,FL,Grandin,29.727276,-81.9205
32139,FL,Georgetown,29.385225,-81.61052
32140,FL,Florahome,29.765329,-81.85602
32141,FL,Edgewater,28.944915,-80.89524
32142,FL,Palm Coast,29.4748,-81.1274
32145,FL,Hastings,29.656806,-81.46122
32147,FL,Hollister,29.634649,-81.80743
